x,y,sentiment
Aang,Sokka,"{'neg': 0.181, 'neu': 0.726, 'pos': 0.093, 'compound': -0.4215}"
Katara,Toph,"{'neg': 0.212, 'neu': 0.673, 'pos': 0.115, 'compound': -0.3506}"
Katara,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Momo,"{'neg': 0.14, 'neu': 0.701, 'pos': 0.159, 'compound': 0.0772}"
Sokka,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Sokka,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.2732}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2732}"
Aang,Sokka,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4939}"
Katara,Toph,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.7506}"
Toph,Katara,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}"
Toph,Aang,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.4003}"
Aang,Appa,"{'neg': 0.055, 'neu': 0.85, 'pos': 0.096, 'compound': 0.5507}"
Sokka,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Sokka,"{'neg': 0.35, 'neu': 0.167, 'pos': 0.483, 'compound': 0.2023}"
Katara,Toph,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.1027}"
Ty Lee,Mai,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.7418}"
Mai,Azula,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Azula,Appa,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.4767}"
Sokka,Katara,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2924}"
Katara,Appa,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}"
Sokka,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Appa,"{'neg': 0.211, 'neu': 0.689, 'pos': 0.1, 'compound': -0.6309}"
Katara,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Mai,Ty Lee,"{'neg': 0.08, 'neu': 0.626, 'pos': 0.294, 'compound': 0.7316}"
Sokka,Appa,"{'neg': 0.176, 'neu': 0.674, 'pos': 0.15, 'compound': -0.128}"
Azula,Aang,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.9253}"
Iroh,Toph,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4939}"
Aang,Zuko,"{'neg': 0.729, 'neu': 0.271, 'pos': 0.0, 'compound': -0.4003}"
Azula,Zuko,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}"
Zuko,Azula,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.4559}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.239, 'pos': 0.761, 'compound': 0.4926}"
Zuko,Iroh,"{'neg': 0.319, 'neu': 0.681, 'pos': 0.0, 'compound': -0.1045}"
Zuko,Aang,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.5242}"
Aang,Aang,"{'neg': 0.074, 'neu': 0.878, 'pos': 0.048, 'compound': 0.4667}"
Aang,Toph,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
Katara,Katara,"{'neg': 0.168, 'neu': 0.832, 'pos': 0.0, 'compound': -0.4284}"
Toph,Sokka,"{'neg': 0.063, 'neu': 0.828, 'pos': 0.109, 'compound': 0.235}"
Aang,Appa,"{'neg': 0.225, 'neu': 0.676, 'pos': 0.099, 'compound': -0.5023}"
Lu Ten,Iroh,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.5707}"
Iroh,Lu Ten,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}"
Zuko,Azula,"{'neg': 0.17, 'neu': 0.714, 'pos': 0.115, 'compound': -0.25}"
Zuko,Iroh,"{'neg': 0.109, 'neu': 0.801, 'pos': 0.09, 'compound': -0.2023}"
Zuko,Iroh,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.5709}"
Iroh,Iroh,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.34}"
Aang,The Boulder,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.053, 'neu': 0.581, 'pos': 0.366, 'compound': 0.9537}"
Toph,Aang,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.784}"
Iroh,Azula,"{'neg': 0.047, 'neu': 0.742, 'pos': 0.211, 'compound': 0.8132}"
Toph,The Boulder,"{'neg': 0.079, 'neu': 0.882, 'pos': 0.039, 'compound': -0.3578}"
Katara,Aang,"{'neg': 0.066, 'neu': 0.741, 'pos': 0.193, 'compound': 0.5006}"
Toph,Aang,"{'neg': 0.059, 'neu': 0.718, 'pos': 0.223, 'compound': 0.7351}"
Aang,Katara,"{'neg': 0.247, 'neu': 0.118, 'pos': 0.635, 'compound': 0.5093}"
Iroh,Zuko,"{'neg': 0.225, 'neu': 0.58, 'pos': 0.196, 'compound': -0.2023}"
Iroh,Azula,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4767}"
Katara,Aang,"{'neg': 0.037, 'neu': 0.839, 'pos': 0.124, 'compound': 0.7159}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
Iroh,Zuko,"{'neg': 0.051, 'neu': 0.767, 'pos': 0.182, 'compound': 0.961}"
Zuko,Aang,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}"
Iroh,Aang,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7541}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}"
Sokka,Aang,"{'neg': 0.031, 'neu': 0.781, 'pos': 0.188, 'compound': 0.9315}"
Aang,Sokka,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.6808}"
Sokka,Aang,"{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.09}"
Sokka,Toph,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}"
Aang,Sokka,"{'neg': 0.194, 'neu': 0.726, 'pos': 0.081, 'compound': -0.4651}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4939}"
Sokka,Aang,"{'neg': 0.297, 'neu': 0.587, 'pos': 0.116, 'compound': -0.6122}"
Aang,Sokka,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.7412}"
Toph,Aang,"{'neg': 0.083, 'neu': 0.793, 'pos': 0.124, 'compound': 0.2944}"
Aang,Sokka,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.3716}"
Katara,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3595}"
Katara,Toph,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.6351}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Toph,"{'neg': 0.036, 'neu': 0.804, 'pos': 0.161, 'compound': 0.8303}"
Aang,Katara,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.1759}"
Katara,Aang,"{'neg': 0.145, 'neu': 0.61, 'pos': 0.244, 'compound': 0.2748}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}"
Zei,Katara,"{'neg': 0.0, 'neu': 0.975, 'pos': 0.025, 'compound': 0.0772}"
Zei,Sokka,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.7506}"
Zei,Toph,"{'neg': 0.112, 'neu': 0.83, 'pos': 0.059, 'compound': -0.2382}"
Zei,Than,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5256}"
Zei,Wan Shi Tong,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.8176}"
Katara,Sokka,"{'neg': 0.076, 'neu': 0.727, 'pos': 0.197, 'compound': 0.5423}"
Zei,Sokka,"{'neg': 0.032, 'neu': 0.842, 'pos': 0.126, 'compound': 0.7269}"
Sokka,Aang,"{'neg': 0.033, 'neu': 0.922, 'pos': 0.044, 'compound': 0.1759}"
Toph,Zei,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.3382}"
Zei,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zei,Appa,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8858}"
Toph,Aang,"{'neg': 0.087, 'neu': 0.769, 'pos': 0.145, 'compound': 0.7263}"
Sokka,Zei,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zei,Toph,"{'neg': 0.109, 'neu': 0.756, 'pos': 0.134, 'compound': 0.4926}"
Toph,Toph,"{'neg': 0.059, 'neu': 0.728, 'pos': 0.213, 'compound': 0.6697}"
Aang,Toph,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3412}"
Zei,Aang,"{'neg': 0.059, 'neu': 0.738, 'pos': 0.203, 'compound': 0.8906}"
Zei,Zei,"{'neg': 0.174, 'neu': 0.579, 'pos': 0.248, 'compound': 0.2263}"
Zei,Aang,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.4753}"
Zei,Wan Shi Tong,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4767}"
Wan Shi Tong,Wan Shi Tong,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.296}"
Wan Shi Tong,Sokka,"{'neg': 0.222, 'neu': 0.741, 'pos': 0.036, 'compound': -0.9151}"
Wan Shi Tong,Sokka,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.1779}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0.4168}"
Aang,Wan Shi Tong,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.8469}"
Wan Shi Tong,Aang,"{'neg': 0.049, 'neu': 0.748, 'pos': 0.202, 'compound': 0.7496}"
Zei,Wan Shi Tong,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.5994}"
Aang,Wan Shi Tong,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.3987}"
Sokka,Katara,"{'neg': 0.034, 'neu': 0.839, 'pos': 0.127, 'compound': 0.7707}"
Wan Shi Tong,Wan Shi Tong,"{'neg': 0.127, 'neu': 0.789, 'pos': 0.084, 'compound': -0.1588}"
Toph,Toph,"{'neg': 0.081, 'neu': 0.863, 'pos': 0.057, 'compound': -0.6607}"
Aang,Katara,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.1779}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.163, 'neu': 0.755, 'pos': 0.082, 'compound': -0.6124}"
Katara,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.4215}"
Aang,Sokka,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.926}"
Sokka,Aang,"{'neg': 0.131, 'neu': 0.848, 'pos': 0.021, 'compound': -0.8082}"
Sokka,Aang,"{'neg': 0.141, 'neu': 0.83, 'pos': 0.029, 'compound': -0.7813}"
Wan Shi Tong,Sokka,"{'neg': 0.256, 'neu': 0.687, 'pos': 0.057, 'compound': -0.9118}"
Toph,Toph,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.7568}"
Zei,Wan Shi Tong,"{'neg': 0.053, 'neu': 0.661, 'pos': 0.286, 'compound': 0.7935}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.1129}"
Katara,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Appa,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.5229}"
Sokka,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zei,Zei,"{'neg': 0.019, 'neu': 0.903, 'pos': 0.078, 'compound': 0.765}"
Katara,Katara,"{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.3382}"
Aang,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Toph,"{'neg': 0.353, 'neu': 0.647, 'pos': 0.0, 'compound': -0.8288}"
Katara,Toph,"{'neg': 0.129, 'neu': 0.706, 'pos': 0.165, 'compound': 0.1531}"
Aang,Appa,"{'neg': 0.113, 'neu': 0.643, 'pos': 0.244, 'compound': 0.4689}"
Aang,Appa,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}"
Iroh,Mongke,"{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.717}"
Mongke,Iroh,"{'neg': 0.126, 'neu': 0.769, 'pos': 0.104, 'compound': -0.1027}"
Iroh,Mongke,"{'neg': 0.112, 'neu': 0.764, 'pos': 0.124, 'compound': 0.128}"
Katara,Sokka,"{'neg': 0.245, 'neu': 0.615, 'pos': 0.14, 'compound': -0.2942}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.0258}"
Sokka,Toph,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.09}"
Aang,Appa,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}"
Katara,Aang,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.6588}"
Sokka,Momo,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8829}"
Sokka,Momo,"{'neg': 0.188, 'neu': 0.718, 'pos': 0.094, 'compound': -0.3818}"
Aang,Appa,"{'neg': 0.26, 'neu': 0.74, 'pos': 0.0, 'compound': -0.4356}"
Iroh,Zuko,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7096}"
Fung,Iroh,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.4019}"
Iroh,Than,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Fung,Zuko,"{'neg': 0.266, 'neu': 0.686, 'pos': 0.048, 'compound': -0.8513}"
Fung,Xin Fu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.209, 'pos': 0.791, 'compound': 0.5848}"
Sokka,Yue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.5242}"
Aang,Katara,"{'neg': 0.044, 'neu': 0.841, 'pos': 0.115, 'compound': 0.4815}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Iroh,Hide,"{'neg': 0.11, 'neu': 0.722, 'pos': 0.168, 'compound': 0.4939}"
Katara,Aang,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.7351}"
Sha-Mo,Ghashiun,"{'neg': 0.092, 'neu': 0.712, 'pos': 0.196, 'compound': 0.3586}"
Toph,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Appa,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6062}"
Yu,Xin Fu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Ghashiun,Aang,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.2225}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Appa,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2755}"
Katara,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Appa,"{'neg': 0.101, 'neu': 0.817, 'pos': 0.082, 'compound': -0.1779}"
Than,Ying,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}"
Toph,Sokka,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.6588}"
Jet,Jet,"{'neg': 0.065, 'neu': 0.707, 'pos': 0.228, 'compound': 0.6124}"
Sokka,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Ticket lady,Momo,"{'neg': 0.13, 'neu': 0.81, 'pos': 0.061, 'compound': -0.4056}"
Toph,Toph,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}"
Ticket lady,Toph,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.7712}"
Toph,Momo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Suki,Aang,"{'neg': 0.147, 'neu': 0.69, 'pos': 0.163, 'compound': 0.126}"
Suki,Sokka,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.633}"
Aang,Kyoshi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Suki,Momo,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.8291}"
Suki,Aang,"{'neg': 0.118, 'neu': 0.741, 'pos': 0.141, 'compound': 0.079}"
Ying,Aang,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.508}"
Suki,Kyoshi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Appa,"{'neg': 0.059, 'neu': 0.865, 'pos': 0.076, 'compound': 0.1635}"
Toph,Sokka,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.6765}"
Katara,Appa,"{'neg': 0.1, 'neu': 0.731, 'pos': 0.17, 'compound': 0.4537}"
Aang,Appa,"{'neg': 0.33, 'neu': 0.554, 'pos': 0.117, 'compound': -0.8521}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}"
Sokka,Than,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.5204}"
Iroh,Smellerbee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Smellerbee,Longshot,"{'neg': 0.041, 'neu': 0.726, 'pos': 0.233, 'compound': 0.7207}"
Katara,Aang,"{'neg': 0.111, 'neu': 0.657, 'pos': 0.231, 'compound': 0.4912}"
Sokka,Suki,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Momo,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9231}"
Aang,Katara,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.3595}"
Sokka,Toph,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Toph,Sokka,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.75}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.784}"
Sokka,Sokka,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9354}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}"
Toph,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.6124}"
Suki,Kyoshi,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.4118}"
Sokka,Suki,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}"
Aang,Momo,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.0772}"
Qin,Ty Lee,"{'neg': 0.284, 'neu': 0.52, 'pos': 0.196, 'compound': -0.296}"
Azula,Mai,"{'neg': 0.062, 'neu': 0.706, 'pos': 0.232, 'compound': 0.7745}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2263}"
Sokka,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
General Sung,Aang,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8381}"
General Sung,Aang,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.6124}"
Aang,Sokka,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Iroh,Iroh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Jet,Lee,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.8807}"
Smellerbee,Jet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Jet,Lee,"{'neg': 0.052, 'neu': 0.655, 'pos': 0.293, 'compound': 0.7579}"
Katara,Ty Lee,"{'neg': 0.108, 'neu': 0.701, 'pos': 0.191, 'compound': 0.2446}"
Sokka,Ty Lee,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.5386}"
Ty Lee,Ty Lee,"{'neg': 0.062, 'neu': 0.869, 'pos': 0.068, 'compound': 0.0609}"
Sokka,Aang,"{'neg': 0.119, 'neu': 0.375, 'pos': 0.506, 'compound': 0.7345}"
Sokka,Than,"{'neg': 0.108, 'neu': 0.677, 'pos': 0.215, 'compound': 0.6705}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Aang,"{'neg': 0.13, 'neu': 0.773, 'pos': 0.096, 'compound': 0.0}"
Aang,Sokka,"{'neg': 0.096, 'neu': 0.86, 'pos': 0.044, 'compound': -0.5553}"
Toph,Aang,"{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.3802}"
Sokka,Aang,"{'neg': 0.212, 'neu': 0.644, 'pos': 0.144, 'compound': -0.3365}"
Ty Lee,Aang,"{'neg': 0.093, 'neu': 0.523, 'pos': 0.383, 'compound': 0.8997}"
Katara,Than,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Sokka,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.4329}"
Ty Lee,Azula,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Aang,"{'neg': 0.082, 'neu': 0.815, 'pos': 0.103, 'compound': 0.1511}"
Aang,Momo,"{'neg': 0.165, 'neu': 0.7, 'pos': 0.135, 'compound': 0.1007}"
Toph,Katara,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
Aang,Momo,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4199}"
Aang,Momo,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.4404}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5411}"
Katara,Aang,"{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.0191}"
Sokka,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.3412}"
Sokka,Appa,"{'neg': 0.115, 'neu': 0.676, 'pos': 0.209, 'compound': 0.3397}"
Toph,Sokka,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.5106}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7645}"
Joo Dee,Aang,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9515}"
Sokka,Kuei,"{'neg': 0.109, 'neu': 0.769, 'pos': 0.122, 'compound': 0.0772}"
Sokka,Joo Dee,"{'neg': 0.33, 'neu': 0.617, 'pos': 0.053, 'compound': -0.8563}"
Iroh,Zuko,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7644}"
Sokka,Kuei,"{'neg': 0.164, 'neu': 0.795, 'pos': 0.041, 'compound': -0.7712}"
Toph,Sokka,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}"
Pao,Pao,"{'neg': 0.095, 'neu': 0.588, 'pos': 0.317, 'compound': 0.5994}"
Iroh,Iroh,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.2732}"
Iroh,Than,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.6688}"
Zuko,Iroh,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.3818}"
Joo Dee,Kuei,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Joo Dee,Kuei,"{'neg': 0.048, 'neu': 0.866, 'pos': 0.086, 'compound': 0.3973}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}"
