x,y,sentiment
Sokka,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bato,Aang,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.1232}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.3716}"
Bato,Aang,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.765}"
Aang,Bato,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Mother Superior,Aang,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.6114}"
Aang,Aang,"{'neg': 0.042, 'neu': 0.742, 'pos': 0.216, 'compound': 0.7506}"
Sokka,Bato,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}"
June,Iroh,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.7424}"
Bato,Aang,"{'neg': 0.127, 'neu': 0.721, 'pos': 0.151, 'compound': 0.4498}"
Aang,Bato,"{'neg': 0.038, 'neu': 0.9, 'pos': 0.062, 'compound': 0.2144}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.4199}"
Bato,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.1511}"
Bato,Aang,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.9524}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Bato,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bato,Sokka,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}"
Sokka,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Momo,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.5106}"
Katara,Sokka,"{'neg': 0.399, 'neu': 0.601, 'pos': 0.0, 'compound': -0.6113}"
Bato,Sokka,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.8588}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.4215}"
Bato,Katara,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4767}"
Sokka,Bato,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
Mother Superior,Aang,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.4753}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
June,Zuko,"{'neg': 0.094, 'neu': 0.769, 'pos': 0.137, 'compound': 0.25}"
Zuko,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
June,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
June,June,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Iroh,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Zuko,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.7695}"
Aang,Aang,"{'neg': 0.086, 'neu': 0.784, 'pos': 0.13, 'compound': 0.5423}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.25}"
Katara,Aang,"{'neg': 0.242, 'neu': 0.656, 'pos': 0.102, 'compound': -0.34}"
Aang,Katara,"{'neg': 0.071, 'neu': 0.714, 'pos': 0.214, 'compound': 0.6114}"
Malu,Katara,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.3802}"
Chey,Chey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Appa,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4926}"
Chey,Chey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Chey,Jeong Jeong,"{'neg': 0.081, 'neu': 0.841, 'pos': 0.078, 'compound': -0.0387}"
Sokka,Aang,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.4003}"
Chey,Aang,"{'neg': 0.071, 'neu': 0.659, 'pos': 0.269, 'compound': 0.8027}"
Lin Yee,Aang,"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.5562}"
Lin Yee,Chey,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.3867}"
Aang,Jeong Jeong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Lin Yee,Chey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zhao,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zhao,Aang,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
Aang,Jeong Jeong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
Jeong Jeong,Roku,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Roku,Aang,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.4939}"
Aang,Jeong Jeong,"{'neg': 0.291, 'neu': 0.439, 'pos': 0.27, 'compound': 0.2397}"
Jeong Jeong,Sokka,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.6219}"
Jeong Jeong,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Jeong Jeong,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.2235}"
Jeong Jeong,Zhao,"{'neg': 0.265, 'neu': 0.678, 'pos': 0.058, 'compound': -0.9721}"
Sokka,Katara,"{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.7616}"
Aang,Katara,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5255}"
Sokka,Jeong Jeong,"{'neg': 0.102, 'neu': 0.843, 'pos': 0.056, 'compound': -0.4133}"
Aang,Aang,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.5848}"
Zhao,Zhao,"{'neg': 0.076, 'neu': 0.851, 'pos': 0.073, 'compound': -0.0243}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}"
Katara,Zhao,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.6476}"
Katara,Jeong Jeong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zhao,Than,"{'neg': 0.106, 'neu': 0.708, 'pos': 0.186, 'compound': 0.5009}"
Jeong Jeong,Zhao,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}"
Zhao,Zhao,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}"
Jeong Jeong,Aang,"{'neg': 0.217, 'neu': 0.689, 'pos': 0.094, 'compound': -0.4325}"
Zhao,Jeong Jeong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zhao,Aang,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.6229}"
Zhao,Aang,"{'neg': 0.491, 'neu': 0.509, 'pos': 0.0, 'compound': -0.4389}"
Aang,Aang,"{'neg': 0.168, 'neu': 0.762, 'pos': 0.07, 'compound': -0.9017}"
Aang,Zhao,"{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.6486}"
Aang,Jeong Jeong,"{'neg': 0.163, 'neu': 0.739, 'pos': 0.098, 'compound': -0.3595}"
Aang,Katara,"{'neg': 0.043, 'neu': 0.875, 'pos': 0.082, 'compound': 0.4588}"
Storyteller,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Storyteller,Sokka,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.6596}"
Storyteller,Momo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Storyteller,Aang,"{'neg': 0.097, 'neu': 0.756, 'pos': 0.147, 'compound': 0.6705}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.4939}"
Katara,Aang,"{'neg': 0.062, 'neu': 0.686, 'pos': 0.251, 'compound': 0.7227}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.836}"
Teo,Aang,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9322}"
Aang,Than,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}"
Aang,Teo,"{'neg': 0.156, 'neu': 0.599, 'pos': 0.246, 'compound': 0.3612}"
Teo,Aang,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.6884}"
Katara,Aang,"{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.6258}"
Mechanist,Aang,"{'neg': 0.096, 'neu': 0.844, 'pos': 0.06, 'compound': -0.3232}"
Aang,Aang,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.3164}"
Teo,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Mechanist,Aang,"{'neg': 0.202, 'neu': 0.741, 'pos': 0.057, 'compound': -0.9546}"
Mechanist,Sokka,"{'neg': 0.049, 'neu': 0.834, 'pos': 0.118, 'compound': 0.7482}"
Mechanist,Sokka,"{'neg': 0.022, 'neu': 0.789, 'pos': 0.189, 'compound': 0.9393}"
Mechanist,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Teo,Aang,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}"
Teo,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.743}"
Sokka,Due,"{'neg': 0.151, 'neu': 0.775, 'pos': 0.074, 'compound': -0.25}"
Teo,Katara,"{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.3612}"
Aang,Momo,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3802}"
Mechanist,Sokka,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.6595}"
Mechanist,Sokka,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.5255}"
Mechanist,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Mechanist,Teo,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.9188}"
Qin,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Qin,Aang,"{'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.7424}"
Mechanist,Sokka,"{'neg': 0.22, 'neu': 0.629, 'pos': 0.152, 'compound': -0.3164}"
Mechanist,Aang,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4199}"
Katara,Aang,"{'neg': 0.194, 'neu': 0.556, 'pos': 0.25, 'compound': 0.2023}"
Katara,Sokka,"{'neg': 0.484, 'neu': 0.395, 'pos': 0.122, 'compound': -0.7579}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Katara,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}"
Sokka,Sokka,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.7964}"
Mechanist,Sokka,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}"
Katara,Aang,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.3987}"
Sokka,Sokka,"{'neg': 0.096, 'neu': 0.777, 'pos': 0.128, 'compound': 0.1759}"
Aang,Aang,"{'neg': 0.088, 'neu': 0.823, 'pos': 0.09, 'compound': 0.2838}"
Sokka,Aang,"{'neg': 0.158, 'neu': 0.764, 'pos': 0.079, 'compound': -0.3182}"
Qin,Qin,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6808}"
Sokka,Appa,"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.1419}"
Aang,Aang,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.5242}"
Sokka,Sokka,"{'neg': 0.066, 'neu': 0.723, 'pos': 0.211, 'compound': 0.6808}"
Katara,Aang,"{'neg': 0.08, 'neu': 0.861, 'pos': 0.058, 'compound': -0.1796}"
Sokka,Appa,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.5719}"
Zhao,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.3089}"
Arnook,Aang,"{'neg': 0.028, 'neu': 0.731, 'pos': 0.241, 'compound': 0.939}"
Arnook,Pakku,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.045, 'neu': 0.808, 'pos': 0.148, 'compound': 0.5729}"
Katara,Sokka,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}"
Arnook,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Zuko,"{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.5707}"
Zhao,Aang,"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.0387}"
Iroh,Zuko,"{'neg': 0.477, 'neu': 0.523, 'pos': 0.0, 'compound': -0.8378}"
Zhao,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zhao,Zuko,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.1779}"
Zhao,Iroh,"{'neg': 0.096, 'neu': 0.762, 'pos': 0.142, 'compound': 0.6124}"
Aang,Pakku,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4926}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}"
Pakku,Yagoda,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.8338}"
Aang,Katara,"{'neg': 0.281, 'neu': 0.607, 'pos': 0.111, 'compound': -0.5194}"
Katara,Aang,"{'neg': 0.094, 'neu': 0.849, 'pos': 0.057, 'compound': -0.2892}"
Sokka,Yue,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8016}"
Zhao,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Yagoda,Kanna,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Yagoda,Kanna,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.4767}"
Iroh,Zuko,"{'neg': 0.131, 'neu': 0.736, 'pos': 0.133, 'compound': 0.0258}"
Zuko,Iroh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Iroh,Zuko,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5411}"
Sokka,Yue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Yue,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.3182}"
Katara,Pakku,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.7891}"
Katara,Aang,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.612}"
Aang,Pakku,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Arnook,Aang,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.168}"
Zhao,Zuko,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.8402}"
Iroh,Ozai,"{'neg': 0.281, 'neu': 0.585, 'pos': 0.134, 'compound': -0.3624}"
Pakku,Katara,"{'neg': 0.078, 'neu': 0.825, 'pos': 0.097, 'compound': -0.3385}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Pakku,Kanna,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}"
Iroh,Zhao,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.7259}"
Zuko,Iroh,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
Iroh,Aang,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7096}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Yue,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Pakku,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Pakku,Aang,"{'neg': 0.152, 'neu': 0.646, 'pos': 0.202, 'compound': 0.866}"
Aang,Momo,"{'neg': 0.087, 'neu': 0.765, 'pos': 0.148, 'compound': 0.2732}"
Yue,Sokka,"{'neg': 0.189, 'neu': 0.558, 'pos': 0.253, 'compound': 0.5256}"
Sokka,Appa,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8225}"
Sokka,Appa,"{'neg': 0.044, 'neu': 0.785, 'pos': 0.171, 'compound': 0.7946}"
Yue,Appa,"{'neg': 0.172, 'neu': 0.592, 'pos': 0.236, 'compound': 0.1916}"
Yue,Appa,"{'neg': 0.057, 'neu': 0.677, 'pos': 0.265, 'compound': 0.8398}"
Yue,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Yue,Sokka,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5994}"
Sokka,Sokka,"{'neg': 0.024, 'neu': 0.673, 'pos': 0.303, 'compound': 0.9595}"
Yue,Appa,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}"
Sokka,Yue,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.34}"
Zhao,Iroh,"{'neg': 0.091, 'neu': 0.706, 'pos': 0.203, 'compound': 0.7717}"
Zuko,Iroh,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}"
Yue,Sokka,"{'neg': 0.133, 'neu': 0.714, 'pos': 0.152, 'compound': 0.1027}"
Yue,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Arnook,Yue,"{'neg': 0.109, 'neu': 0.721, 'pos': 0.17, 'compound': 0.8547}"
Sokka,Katara,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.5562}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.209, 'pos': 0.791, 'compound': 0.5848}"
Hahn,Sokka,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.7096}"
Sokka,Zhao,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4215}"
Arnook,Sokka,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.5267}"
Sokka,Hahn,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Hahn,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.6952}"
Iroh,Iroh,"{'neg': 0.167, 'neu': 0.802, 'pos': 0.032, 'compound': -0.8214}"
Yue,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Iroh,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.4168}"
Zuko,Aang,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.4939}"
Hahn,Sokka,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0258}"
Sokka,Yue,"{'neg': 0.393, 'neu': 0.463, 'pos': 0.145, 'compound': -0.6476}"
Hahn,Hahn,"{'neg': 0.071, 'neu': 0.815, 'pos': 0.114, 'compound': 0.25}"
Arnook,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Zhao,"{'neg': 0.284, 'neu': 0.518, 'pos': 0.198, 'compound': -0.2481}"
Yue,Aang,"{'neg': 0.048, 'neu': 0.952, 'pos': 0.0, 'compound': -0.296}"
Yue,Aang,"{'neg': 0.064, 'neu': 0.78, 'pos': 0.156, 'compound': 0.4404}"
Aang,Momo,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7955}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3147}"
Yue,Aang,"{'neg': 0.154, 'neu': 0.462, 'pos': 0.384, 'compound': 0.6696}"
Aang,Aang,"{'neg': 0.158, 'neu': 0.6, 'pos': 0.242, 'compound': 0.636}"
Aang,Yue,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.1571}"
Arnook,Yue,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}"
Katara,Aang,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}"
Sokka,Katara,"{'neg': 0.086, 'neu': 0.877, 'pos': 0.038, 'compound': -0.3182}"
Katara,Aang,"{'neg': 0.054, 'neu': 0.9, 'pos': 0.046, 'compound': -0.0772}"
Baboon spirit,Baboon spirit,"{'neg': 0.169, 'neu': 0.763, 'pos': 0.068, 'compound': -0.3612}"
Baboon spirit,Baboon spirit,"{'neg': 0.058, 'neu': 0.822, 'pos': 0.12, 'compound': 0.5562}"
Roku,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Roku,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.2942}"
Zuko,Aang,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.1779}"
Roku,Aang,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.34}"
Roku,Koh,"{'neg': 0.319, 'neu': 0.609, 'pos': 0.072, 'compound': -0.9701}"
Zhao,Zhao,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.6705}"
Iroh,Zhao,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4213}"
Zhao,Iroh,"{'neg': 0.046, 'neu': 0.845, 'pos': 0.109, 'compound': 0.2382}"
Aang,Aang,"{'neg': 0.151, 'neu': 0.755, 'pos': 0.094, 'compound': -0.1441}"
Koh,Aang,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.5093}"
Aang,Aang,"{'neg': 0.089, 'neu': 0.805, 'pos': 0.106, 'compound': 0.1027}"
Koh,Aang,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}"
Koh,Aang,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.8016}"
Koh,Aang,"{'neg': 0.11, 'neu': 0.818, 'pos': 0.071, 'compound': -0.5994}"
Yue,Zuko,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.3412}"
Sokka,Zuko,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4847}"
Koh,Aang,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4019}"
Aang,Aang,"{'neg': 0.12, 'neu': 0.77, 'pos': 0.11, 'compound': -0.1174}"
Koh,Aang,"{'neg': 0.136, 'neu': 0.827, 'pos': 0.037, 'compound': -0.8016}"
Koh,Aang,"{'neg': 0.115, 'neu': 0.845, 'pos': 0.04, 'compound': -0.7506}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5562}"
Baboon spirit,Baboon spirit,"{'neg': 0.126, 'neu': 0.599, 'pos': 0.275, 'compound': 0.3612}"
Aang,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.117, 'neu': 0.722, 'pos': 0.161, 'compound': 0.2023}"
Zuko,Aang,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.1779}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Zuko,"{'neg': 0.101, 'neu': 0.63, 'pos': 0.269, 'compound': 0.6124}"
Aang,Aang,"{'neg': 0.194, 'neu': 0.607, 'pos': 0.198, 'compound': 0.0258}"
Yue,Yue,"{'neg': 0.154, 'neu': 0.825, 'pos': 0.021, 'compound': -0.9768}"
Zhao,Zhao,"{'neg': 0.105, 'neu': 0.746, 'pos': 0.15, 'compound': 0.7243}"
Zhao,Zhao,"{'neg': 0.366, 'neu': 0.542, 'pos': 0.092, 'compound': -0.7943}"
Aang,Aang,"{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.3382}"
Aang,Aang,"{'neg': 0.228, 'neu': 0.735, 'pos': 0.036, 'compound': -0.9276}"
Iroh,Zhao,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zhao,Iroh,"{'neg': 0.163, 'neu': 0.737, 'pos': 0.1, 'compound': -0.1195}"
Iroh,Iroh,"{'neg': 0.11, 'neu': 0.852, 'pos': 0.038, 'compound': -0.4926}"
